RECEITA,Ingredients,URL SITE,YOUTUBE
Bolo Castella com Matcha,"11 gemas, 3 ovos, 20g de matcha, 200g de açúcar, 100g de farinha, manteiga q.b, Açúcar em pó q.b",https://www.24kitchen.pt/receita/bolo-castella-com-matcha,https://youtu.be/nkyOYax0gzw
Dim Sums à la Sá Pessoa,"Massa Won Ton, Óleo vegetal, Recheio:, 30g de frango, 4 camarões, 2 dentes de alho negro, Gengibre q.b, 1 c. sopa de talos de coentros, 1/2 cenoura, 6 cogumelos shitake, 2 castanhas de água, 1/2 c. chá de sal, 1/4 c. chá de açúcar, 1/2 c. chá de amido de batata, Molho:, 1 malagueta, 1 c. chá de gengibre ralado, Molho de coentros q.b, 6 c. sopa de soja light, 1 c. sopa de vinagre de arroz, 1/2 c. sopa de óleo de sésamo, 1 c. chá de açúcar, Cebolo q.b",https://www.24kitchen.pt/receita/dim-sums-a-la-sa-pessoa,https://youtu.be/04JCLbDuVcE
Sopa Picante e Ácida,"500g de carne de porco, Óleo vegetal q.b, Sal q.b, Pimenta preta moída q.b, 2l de caldo de galinha, 1 malagueta, Cebolo q.b, Cogumelos Shitakes hidratados, 1 c. sopa de amido de milho, Água fria, 100g de tofu, 2 c. sopa de vinagre de arroz (substituível por vinho branco), 1 c. sopa de soja, 1 c. chá de açúcar, 1 ovo, Rebentos de soja q.b",https://www.24kitchen.pt/receita/sopa-picante-e-acida,https://youtu.be/8vcoj7TH-Tg
Gelado Frito ,"Pão de ló q.b, Gelado de baunilha, 100g de amido de milho, 1 ovo, Panko, Óleo q.b, Açúcar em pó q.b, Calda de caramelo:, 140ml de leite de coco, 200g de açúcar, 3 estrelas de anis, Pitada de sal, 25g de manteiga",https://www.24kitchen.pt/receita/gelado-frito,https://youtu.be/thgKRiTDKSs
Bhajis de Cebola Roxa com Cenoura e Malagueta ,"Bhajis:, 1 cebola roxa, 1 cenoura, 1 malagueta verde, Sal q.b, 1 c. chá de pó de caril, 1/2 c. chá de garam masala, 100g de farinha de grão, 1/2 c. chá de fermento, 40ml de água com gás, Óleo q.b, Sal fino q.b, Molho:, 5 c. sopa de iogurte natural, 1 dente de alho, 1 c. chá de mel, Folhas de hortelã, Sal q.b",https://www.24kitchen.pt/receita/bhajis-de-cebola-roxa-com-cenoura-e-malagueta,https://youtu.be/5CYFZRRQsuk
Dahl de Lentilhas com Arroz e Pappadums ,"1 cebola, 3 dentes de alho, 1 c. chá de talos de coentros, 2 c. sopa de ghee, Sal q.b, 1 c. sopa de gengibre ralado, 2 c. chá de curcuma, 1/2 c. chá de garam masala, 1 c. chá de cominhos, 1 pau de canela, 1/2 c. chá de piripiri, 200g de lentilhas vermelhas demolhadas, Caldo de legumes q.b, 6 c. sopa de tomate triturado, 200ml de leite de coco, 1 folha de louro, Papadums, Óleo q.b, Arroz, 1 limão",https://www.24kitchen.pt/receita/dahl-de-lentilhas-com-arroz-e-pappadums,https://youtu.be/7R-HlSSZn68
Frango Tandoori com Arroz de Passas e Curcuma ,"Marinada:, 1 c. chá de curcuma, 3 c. chá de garam masala, 2 c. chá de coentros em pó, 2 c. chá de cominhos, 1 c. chá de piripiri, Sal q.b, 360g de iogurte natural, Sumo de 1/2 limão, 2 c. sopa de óleo vegetal, 1 c. sopa de gengibre ralado, Pernas de frango com pele, Arroz:, Arroz basmati, 2 dentes de alho, Molho de coentros, 1 c. sopa de óleo vegetal, 1 c. chá e meia de curcuma, 100g de arroz basmati, Sal q.b, Água, 3 c. sopa de passas, Molho de Coentros, Molho de iogurte",https://www.24kitchen.pt/receita/frango-tandoori-com-arroz-de-passas-e-curcuma,https://youtu.be/QSqKma-Lu_E
Moqueca de Peixe ,"1/2 cebola, 1/2 pimento vermelho, 1/2 pimento verde, 3 dentes de alho, 2 tomates, 1 c. sopa de gengibre ralado, 1 malagueta, 1 vagem de erva principe, 1/2 molho de coentros, 2 c. sopa de azeite, 1 c. sopa de óleo dendê, Sal q.b, 25ml de vinho branco, 4 c. sopa de polpa de tomate, 100ml de caldo de peixe, 100ml de leite de coco, 250g de peixe branco, 1 limão, Arroz cozido",https://www.24kitchen.pt/receita/moqueca-de-peixe,https://youtu.be/GAECvwVXu8s
Cuscuz-Paulista,"1 ovo, Flor de sal q.b, 6 gambas, 1/2 maçaroca de milho, 1 dente de alho, 1/2 molho de salsa, 1/2 molho de coentros, Puré de ervilhas:, 1/4 de cebola, 2 c. sopa de azeite, 300g de ervilhas, Sal q.b, Água quente q.b, Cuscuz:, 1/4 de cebola, 1 dente de alho, 1/2 maçaroca de milho cozida, 1 c. sopa de azeite, 6 tomates cereja, Ervilhas q.b, Sal q.b, 200g de cuscuz, 4 c. sopa de molho de tomate, 500ml de caldo de legumes, 1 folha de louro, Pimenta preta moída q.b, Molho de salsa, Molho de coentros",https://www.24kitchen.pt/receita/cuscuz-paulista,https://youtu.be/r_H2_nkHnwA
Quindim de Copo ,"8 gemas de ovo, 200g de açúcar, 15g de coco ralado, 100ml de leite de coco, 3/4 de água quente, Framboesas q.b, Hortelã q.b",https://www.24kitchen.pt/receita/quindim-de-copo,https://youtu.be/3JSRMJ7AqOQ
Salada de Quinoa ,"100g de quinoa, Sal q.b, 1 tomate pelado e sem sementes, 50g de milho, 75g de favas sem pele, Salsa q.b, Coentros q.b, 100g de queijo fresco, 10 azeitonas pretas, Vinagrete:, 1/2 malagueta vermelha, 1/2 malagueta amarela, 1 cebola roxa, 1/2 molho de salsa, 1/2 molho de coentros, Oregãos frescos q.b, 4 c. sopa de azeite, 2 c. sopa de vinagre de tomate, Sal q.b, 2 c. chá de picante verde, 2 c. chá de picante vermelho",https://www.24kitchen.pt/receita/salada-de-quinoa-1,https://youtu.be/ZkrdpVcJF3o
Ceviche de Garoupa ,"150g de garoupa sem espinhas, Sal fino q.b, Gelo, 1/2 cebola roxa, Alface do mar, 1 batata doce cozida, Milho q.b, Leite de tigre:, 1/2 cebola, 3 dentes de alho, 1/2 molho de coentros, Sal q.b, 80g de aparas de peixe, 200ml de sumo de lima, Caldo de peixe q.b, 1 rama de aipo, Gelo q.b, Picante verde q.b",https://www.24kitchen.pt/receita/ceviche-de-garoupa,https://youtu.be/XYPUEkJ0sIM
Sobremesa de Pêra ,"Canela em pó q.b, Crame de leite:, 200ml de leite evaporado, 200ml de leite condensado, 4 gemas, Calda de vinho do Porto:, 125ml de vinho do Porto, 60g de açúcar, Pêras caramelizadas:, Manteiga q.b, 3 pêras, 2 paus de canela, Merengue de vinho do Porto:, 2 claras, Calda de vinho do Porto",https://www.24kitchen.pt/receita/sobremesa-de-pera,https://youtu.be/b0ClLSyk8PM
Sopa de Tortilla ,"2 filetes de cantaril, Sal q.b, 1 lima, Paprica fumada q.b, Tortilhas, Óleo q.b, 1 abacate, Azeite q.b, Folhas de coentros, 1 abacate, Caldo de peixe:, 1 cabeça de cantaril, 1/2 cebola, 1/2 malagueta verde, 3 dentes de alho, 1 c. cháde pimenta preta moída, 1 c. de sopa de tomate picado, Água fria q.b, 1 ramo de coentros, 1 folha de louro, Creme:, 1/4 de cebola, 2 dentes de alho, 1 c. sopa de lima, 2 c. sopa de tomate picado, 1 c. de folhas coentros",https://www.24kitchen.pt/receita/sopa-de-tortilla,https://youtu.be/B0Fr5faPEko
Flautas com Pico de Gallo,"150g de frango de churrasco, 2 c. sopa de nata azeda (sour cream), Queijo cheddar ralado q.b, Paprica fumada q.b, Picante q.b, Tortilhas, 1/2 molho de coentros, 1 alface iceberg, 1/4 de abacate, Pico de galo:, 1/2 cebola roxa, 1/2 malagueta verde, 1 tomate, 1 lima",https://www.24kitchen.pt/receita/flautas-com-pico-de-gallo,https://youtu.be/WNblvnzYMGQ
Chilli com Carne ,"Azeite q.b, 1/2 cebola, 3 dentes de alho, 500g de carne picada, Sal q.b, 1 c. chá de cominhos, 1 c. chá paprica fumada, 1 pau de canela, 1 c. chá de piripiri, 50ml de vinho tinto, 2 c. sopa de concentrado de tomate, 400g de tomate triturado, 400g de feijão vermelho, 200ml de caldo de carne (ou água), 1/2 chouriço, 1 malagueta, 1/2 molho de coentros, 1 folha de louro, Sal q.b, Arroz q.b, 1 lima, 20g chocolate negro, Nata azeda (sour cream) q.b",https://www.24kitchen.pt/receita/chilli-com-carne,https://youtu.be/LAxS6f0uvtA
New England Clam Chowder,"Cebolinho q.b, Amêijoas:, Azeite q.b, 2 chalota, 2 dentes de alho, 1/2kg de amêijoas, 1 ramo de salsa, 1/2 copo de vinho branco, 2 batatas, Água fria, Tomilho q.b, 1 folha de louro, Sal q.b, Base da sopa:, 1/2 cebola, 1 pedaço de alho francês, 1 pedaço de bacon, 1 c. sopa de azeite, Sal q.b, 2 c. sopa de manteiga, 20g de farinha, 300ml de leite, 100ml de natas",https://www.24kitchen.pt/receita/new-england-clam-chowder,https://youtu.be/YZ4Za5NeYJg
Bacon Cheeseburger,"1 cebola, Azeite q.b, Pedaço de bacon, Carne de picanha picada, Pimenta preta moída q.b, Queijo cheddar maturado, Alface q.b, Pão para hambúrguer, Compota de tomate cereja:, 1 chalota, 1 alho, Tomate cereja q.b, 1 c. de sopa de azeite, 1 c. e meia de sopa de açúcar, 1 ramo de manjericão, Sal q.b, 2 c. de chá de vinagre, Maionese de alho assado:, 3 dentes de alho assados, 1 ovo, 2 c. chá de mostarda dijon, 2 c. de sopa de sumo de limão, Sal q.b, Óleo q.b",https://www.24kitchen.pt/receita/bacon-cheeseburger,https://youtu.be/nfQQbsVhXpA
Pecan Pie,"1 ovo, Natas batidas, Massa:, 160g de farinha, 1 c. e meia de chá de açúcar, 1/2 c. chá de sal, 115g de manteiga gelada em cubos, 6 c. de sopa de água gelada, Farinha q.b, Recheio:, 280g de noz pecan, 130g de açúcar mascavado escuro, 450g de xarope de acer, 80g de manteiga derretida, 1 c. e meia de sopa de melaço, 2 c. e meia de chá de extrato de baunilha, 4 ovos, 1 c. chá de sal",https://www.24kitchen.pt/receita/pecan-pie,https://youtu.be/nsl2-DkTvGA
Croquetas de Jamón ,"Farinha q.b, 1 ovo batido, Panko q.b, Óleo q.b, Leite de pata negra:, 100g de ossos de pata negra, 1 folha de louro, 1/2 cebola, 1 dente de alho, Bechamel:, 50g de manteiga, 50g de farinha, 330ml de leite de pata negra, 2 ou 3 c. de sopa de presunto picado, 45ml de natas, 1 dente de alho, 3 folhas de gelatina",https://www.24kitchen.pt/receita/croquetas-de-jamon,https://youtu.be/ET6nrGABSkc
Tortilla de Bacalhau,"Tortilha:, 1 batata, Azeite q.b, Bacalhau q.b, 6 ovos, 1 ramo de salsa, Sal q.b, 1 pimento, 1/2 cebola, 2 dentes de alho, Bacalhau no forno:, Lombo de bacalhau, Cebola q.b, Tomilho q.b, 1 dente de alho esmagado, Azeite q.b, Pimenta preta moída q.b",https://www.24kitchen.pt/receita/tortilla-de-bacalhau,https://youtu.be/j1CF5_j5jXo
Fabada à Lisboeta,"Espinafres q.b, Azeite q.b, 1 alho, Fabada:, 1/2kg de feijão branco demolhado, 1/2 cebola, 1 cenoura, 1/2 ramo de aipo, 150g de barriga de porco fumada, 1/2 morcela, 1 ramo de salsa, 4 dentes de alho, 1 c. chá de pimentão doce, Água q.b, Azeite q.b, Sal q.b, 1/2 chouriço, 1 ramo de tomilho, Açafrão em fio q.b, Espinafres, Puré de feijão branco",https://www.24kitchen.pt/receita/fabada-a-lisboeta,https://youtu.be/kI0tBOZsOHU
Bouillabaise,"1 cebola, 1/2 alho francês, Azeite q.b, 3 dentes de alho, Sal q.b, 1 c. de sopa de concentrado de tomate, 2 tomates, Vinho branco q.b, 1 estrela de anis, 1 bouquet garni, 1 alho francês, 2 folhas de louro, 2 cascas de laranja, 1 malagueta, 1 ramo de salsa, 750ml de caldo de peixe, Cantaril, Tamboril, Peixe galo, Mexilhões, Camarões, Pimenta preta moída q.b, 1/2 c. chá de açafrão, Torrada com baguete, Maionese, 1 batata cozida, 1 gema de ovo, Malagueta q.b, 1 dente de alho, Sumo de limão q.b, 5 a 6 c. sopa de azeite, Bouquet garni, 1 alho francês, 2 folhas de louro, 2 cascas de laranja, 1 malagueta, 1 ramo de salsa",https://www.24kitchen.pt/receita/bouillabaise,https://youtu.be/PRbfQky12sI
Bife Tártaro à la Sá Pessoa,"100g de lombo de novilho, 1 chalota, 1 cornichon, 1 c. de sopa de alcaparras, 1 ramo de salsa, 1 gema, Azeite q.b, Folhas e alga nori, Flor de sal q.b, Pimenta preta moída q.b, 1 c. chá de mostarda dijon, 1 c. chá de molho inglês, Picante q.b, Batata palha",https://www.24kitchen.pt/receita/bife-tartaro-a-la-sa-pessoa,https://youtu.be/xXCCasPW5Kw
Tarte Tatin ,"10 maças golden, 100g de açúcar, 100g de manteiga, 2 c. sopa de moscatel, 1 vagem de baunilha, 1 pau de canela, 500g de massa folhada, Farinha q.b, 1 ovo",https://www.24kitchen.pt/receita/tarte-tatin,https://youtu.be/tqJ4LuxBcbg
Fish & Chips ,"Pescada, Farinha q.b, Óleo q.b, 1 batata, Puré de ervilhas:, 1 chalota, 1 dente de alho, Azeite q.b, Manteiga q.b, 150g de ervilhas, Sal q.b, 1 ramo de hortelã, Pimenta preta moída q.b, Molho tártaro:, 1 chalota, Cebolinho q.b, 1 ramo de salsa, 2 cornichons, 1 c. sopa de alcaparras, 1 c. e meia de sopa de sumo de limão, 5 c. sopa de maionese, Sal q.b, Pimenta preta moída q.b, Polme:, 150g de farinha de trigo, 1 c. chá de bicarbonato de sódio, 40g de amido de milho, Cerveja q.b",https://www.24kitchen.pt/receita/fish-chips,https://youtu.be/n-qrpD6U4HU
Bangers and Mash,"1 ramo de alecrim, Puré de batata, 3 batatas, 1 dente de alho esmagado, Água q.b, Sal q.b, 1 ramo de salva, Cebolinho q.b, 1/2 c. sopa de manteiga, Salsichas, 3 salsichas gordas, Azeite q.b, Manteiga q.b, Alecrim q.b, 1 dente de alho esmagado, Molho, 1 cebola, Azeite q.b, Sal q.b, 1 c. chá de açúcar, Manteiga q.b, 5 c. sopa de vinagre balsâmico, 1 c. de chá de molho inglês, 200ml de caldo de carne, 1 c. chá de mostarda dijon",https://www.24kitchen.pt/receita/bangers-and-mash,https://youtu.be/MrfMMu20YZg
Apple Crumble,"100g de framboesas, Maçã, 3 maçãs reineta, 2 cubos de manteiga, 1/2 c. sopa de açúcar mascavado escuro, 2 paus de canela, Vinho do Porto q.b, Crumble, 85g de manteiga gelada, 4 c. sopa de farinha, 85g de açúcar mascavado escuro, 50g de aveia, 25g de nozes, 1/2 c. chá de sal, 1/2 c. chá e canela em pó",https://www.24kitchen.pt/receita/apple-crumble,https://youtu.be/27bIiNVsPK0
Focaccia de Cebola Caramelizada ,"2 dentes de alho, Azeite q.b, Tomates cereja q.b, 1 ramo de alecrim, Flor de sal q.b, Tomilho, Massa da focaccia, 300ml de água morna, 7g de fermento de padeiro seco, 500g de farinha, 25g de açúcar, 150ml de azeite, Sal q.b, Cebola caramelizada, 1 cebola, 2 ou 3 c. sopa de azeite, 2 c. chá de açúcar",https://www.24kitchen.pt/receita/focaccia-de-cebola-caramelizada,https://youtu.be/R9WLfekYDk0
Risotto de Cogumelos ,"Puré de cogumelos, 1 chalota, 1 dente de alho, 250g de cogumelos (pleurotes, paris e enokis), Azeite q.b, 3 cubos de manteiga, 1 ramo de tomilho, Sal q.b, Pimenta preta moída q.b, 2 c. sopa de natas, Caldo de legumes q.b, Risotto, 1 chalota, 1 dente de alho, 300g de cogumelos (pleurotes, paris e enokis), Azeite q.b, 10 cubo de manteiga, 1 ramo de alecrim, Arroz (40/50g de por pessoa), Sal q.b, 25/30ml de vinho branco, 1/2l de caldo de legumes, 2 c. sopa do puré de cogumelos, Parmesão ralado q.b, Cebolinho picado q.b, Pimenta preta moída q.b",https://www.24kitchen.pt/receita/risotto-de-cogumelos,https://youtu.be/4iQbrcLA8-8
Panna cotta de Frasco,"Framboesas q.b, Panacotta, 300ml de leite de cabra, 200ml de natas, 1 vagem de baunilha, 30g de açúcar, 3 folhas de gelatina, Calda, 100g de açúcar, 100ml de água, Flores de alfazemas q.b, 2 tangerinas",https://www.24kitchen.pt/receita/pannacotta-de-frasco,https://youtu.be/NezwY2e_eBI
Espetadas e Frango com Molho Tzatziki,"1 courgette verde, 1 courgette amarela, 1 limão, Azeite q.b, Marinada, 1 peito de frango sem pele, 3 c. sopa de iogurte grego, 2 dentes de alho, 2 c. chá de raspa de limão, Sumo de 1/2 limão grande, Folhas de oregãos frescos, Sal fino q.b, Pimenta preta moída q.b, 1 c. sopa de azeite, Molho Tzatziki, 5 c. sopa de iogurte grego, 2 c. chá de raspas de limão, 1 dente de alho grande, 2 c. sopa de sumo de limão, 1 c. chá de mel, Pimenta preta moída q.b, Sal q.b, 1 ramo de coentros, 1 ramo de hortelã, 1/2 pepino",https://www.24kitchen.pt/receita/espetadas-e-frango-com-molho-tzatziki,https://youtu.be/mCs4bSmLSME
Peixe ao Sal com Batata Assada e Azeitonas ,"1 dourada com escamas, 1kg de sal, 200g de sal fino, 50g de pasta de azeitona preta, 1 clara de ovo, 1 ramo de salsa, 400g de batata cozida, 100g de azeitona kalamata, 150g de tomate cereja, Oregãos frescos q.b, Sal q.b, Pimenta preta moída q.b, 1 limão, Molho, 1 limão, 3 dentes de alho, 1 c. chá de paprica, 1 molho de salsa, 4 c. sopa de azeite",https://www.24kitchen.pt/receita/peixe-ao-sal-com-batata-assada-e-azeitonas,https://youtu.be/X5gyzhLhiwc
Bolo de Nozes e Laranja ,"Laranja q.b, Massa, 125g de manteiga amolecida, 170g de açúcar, 4 gemas, 4 claras, 4 c. sopa de vinho da madeira, Raspa de 1 laranja, 1 c. chá de canela em pó, 230g de nozes, 150g de farinha, Calda, Casca de 1 laranja, 150g de açúcar, 1 pau de canela, 4 cravinhos, 2 c. sopa de licor de laranja, 1 ramo de tomilho, 150ml de água",https://www.24kitchen.pt/receita/bolo-de-nozes-e-laranja,https://youtu.be/p34DP9ML_kc
Couscous de Legumes ,"1/2 pimento vermelho, 1/2 cebola roxa, 1/2 courgette, 1 beringela, Azeite q.b, 1 ramo de hortelã, 1/4 c. chá de piripiri, 1/4 c. chá de rasel harout, Sal q.b, 4 c. sopa de tomate triturado, 130g de grão, 300ml de caldo de legumes, Iogurte q.b, Amêndoas q.b, Canela em pó q.b, 1 ramo de coentros, Cuscuz, 80g de cuscuz, 2 c. chá de azeite, 1 ramo de hortelã, 1 ramo de coentros, Sal q.b, Pimenta preta moída q.b, 1 c. chá de raspa de limão, Água ou caldo q.b",https://www.24kitchen.pt/receita/couscous-de-legumes,https://youtu.be/gxN6ODd0lYA
Chermoula de Peixe,"Corvina, 1 tomate, 1 chalota, 2 dentes de alho, Azeite q.b, 2 pimentos assados, 1 c. chá de gengibre ralado, Sal q.b, Caldo de legumes q.b, 1 c. sopa de amêndoas tostadas, Broccolini q.b, 1 limão, Chermoula, 3 dentes de alho, Gengibre q.b, 1 c. chá de paprica, 1 c. chá de cominhos, 1/2 c. chá de piripiri, Açafrão em fio q.b, 1 molho de coentros, 1 molho de salsa, 1 ramo de hortelã, 1 c. chá de raspa de limão, 2 c. sopa de azeite",https://www.24kitchen.pt/receita/chermoula-de-peixe,https://youtu.be/vUI6XeTfFJE
Ktefa,"Massa brique, Manteiga q.b, 1 laranja, Canela em pó q.b, Folhas de hortelã q.b, Creme Inglês, 750ml de leite gordo ou meio gordo, 100g de açúcar, 6 gemas de ovo, 2 c. chá de flor de laranjeira, Recheio de amêndoas, 200g de amêndoas tostadas, 25g de açúcar em pó, 1/2 c. chá de canela",https://www.24kitchen.pt/receita/ktefa,https://youtu.be/lkLSUlpc1fo
Falafel de Cenoura e Grão,"100g de feijão verde, Sal q.b, Óleo q.b, Azeite q.b, 2 dentes de alho, Pimenta preta moída q.b, Sumo de limão q.b, Falafel, 100g de grão demolhado por 12h, 2 dentes de alho, Coentros q.b, 1 c. chá de coentros em pó, 1 c. chá de cominhos, 1 c. chá de paprica, 100g de cenoura ralada, 2 c. sopa de farinha de grão, Sal q.b, 1 c. chá de fermento, Molho, 3 c. sopa de iogurte grego, 2 c. sopa de tahini, 2 dentes de alho ralados, 2 c. sopa de sumo de limão, Sal q.b, Pimenta preta moída q.b",https://www.24kitchen.pt/receita/falafel-de-cenoura-e-grao,https://youtu.be/Cz99ZOrHj3w
Pita Shoarma de Novilho,"Carne de novilho q.b, Pão Pita, 3 c. sopa de tomate cortado em cubos, 2 c. de sopa de pepino cortado em cubos, 1 dente de alho ralado, 1 c. de sopa de salsa picada, Sumo de limão q.b, 1 c. de chá de sumac, Sal q.b, Pimenta preta moída q.b, Molho tahini q.b, Marinada, 1/4 c. chá de piripiri, 1/2 c. chá de coentros, 1/2 c. chá de canela, 1/2 c. cá de paprica, 1/4 c. chá de cravinho, 1/4 c. chá de açafrão da índias, 2 c. de sopa de azeite, 2 c. de sopa de vinagre de vinho branco, 1/2 cebola laminada, 1 c. de sopa de sumo de limão",https://www.24kitchen.pt/receita/pita-shoarma-de-novilho,https://youtu.be/vdea53Dc0dg
Frango Sumac com Legumes Assados ,"2 coxas de frango com pele, Sal q.b, 1 limão, Azeite q.b, 1 couve-flor, 2 dentes de alho, 1 ramo de alecrim, 1 ramo de tomilho, 100g de cenouras bebés, Pimenta preta moída q.b, Marinada, 1 c. sopa de sumac, 1 c. chá de pimentão doce, 1 c. chá de açúcar mascavado escuro, 5 c. de sopa de azeite",https://www.24kitchen.pt/receita/frango-sumac-com-legumes-assados,https://youtu.be/pxhYEK6Plbw
Salada de Manga,"1 manga verde, 1/2 pimento vermelho, Água com gelo, 4 pedaços de tofu frito, Rebentos de soja q.b, Rebentos de rabanete q.b, 1 molho de coentros, 1 molho de manjericão, 1 c. sopa de amendoins torrados, Molho, 1 chalota, 2 dentes de alho, Sumo de 2 limas, 1/2 malagueta, 2 c. de chá de talos de coentros, 3 c. de sopa de açúcar mascavado escuro, 4 c. de sopa de molho de peixe, 2 c. de sopa de água",https://www.24kitchen.pt/receita/salada-de-manga,https://youtu.be/JcdS1_Mdd5g
Thom Kha Gai,"1 c. chá de óleo, 400ml de caldo de galinha, 200ml de leite de coco, 1 peito de frango, Sal q.b, 100g de cogumelos asiáticos, 1/2 malagueta, 1 cebolo, 1 ramo de coentros, Tomates cereja q.b, Pasta, 1 chalota, 2 dentes de alho, 4 folhas de lima keffir, 1 pedaço de lemon grass, 1 c. sopa de talos de coentros, 1/2 malagueta, 6 fatias de galanga, Molho, Sumo de 1 lima, 1 c. sopa de açúcar mascavado escuro, 2 c. sopa de molho de peixe",https://www.24kitchen.pt/receita/thom-kha-gai,https://youtu.be/d7sMBWCMsSU
Arroz Doce de Coco e Banana,"1/2 banana, Açúcar em pó q.b, Coco desidratado laminado, Sementes de sésamo q.b, Flôr de sal q.b, Raspas de lima q.b, Arroz doce, 300ml de leite de coco, 200ml de leite gordo, 1 erva príncipe, 1 vagem de baunilha, 65g de arroz carolino, Metade de 1/2 banana, 100g de açúcar mascavada escuro, 3 gemas",https://www.24kitchen.pt/receita/arroz-doce-de-coco-e-banana,https://youtu.be/PBiGLuQMpJc
Sopa Miso,"10g de alga kombu, 600ml de água fria, 30/40g de katsuobushi (atum seco), Alga wakame q.b, Água quente q.b, 50g de cogumelos shitake, 100g de tofu, Cebolo q.b, 1 c. de sopa de miso, Sementes de sésamo q.b",https://www.24kitchen.pt/receita/sopa-miso,https://youtu.be/uw4bUEggk9Y
Sushi Bowl,"100g de arroz sushi, Água q.b, Sal q.b, Alga kombu q.b, 3 c. de sopa de vinagre sushi, 1/2 cebola roxa, Talos de coentros q.b, Gengibre em pickle q.b, 150g de lombo de atum, 1 cebolo, 1/2 molho de coentros, 2 c. sopa de soja, Pimenta togarashi q.b, Sumo de lima q.b, 1/2 abacate, Alga Nori q.b",https://www.24kitchen.pt/receita/sushi-bowl,https://youtu.be/bSU63Jklk9E
Panquecas Souflé Japonesas ,"1 c. e meia de sopa de leite, 1/2 c. chá de essência de baunilha, 3 gemas, 2 c. sopa de açúcar, 3 claras, 50g de açúcar, 35g de cake flour, 1/2 c. chá de fermento, Óleo q.b, Chantilly q.b, Frutos vermelhos q.b, Mapple Syrup q.b, Açúcar em pó q.b",https://www.24kitchen.pt/receita/panquecas-soufle-japonesas,https://youtu.be/ICUie_oShZI
Arroz Frito Chinês,"1 ovo, 1 c. chá de molho de soja, Óleo de amendoim q.b, 1 cenoura, 1/2 cebola, 1 dente de alho e meio, 50g de bacon, 1 c. chá de gengibre, 2 ramas de cebolo, 1 couve pak choi, Arroz jasmim cozido, Sal q.b, 1 c. sopa de molho de soja, 1 c. chá de molho de ostra, Óleo de sésamo q.b, 50g de ervilhas descongeladas",https://www.24kitchen.pt/receita/arroz-frito-chines,https://youtu.be/_IgcKrYL76k
Frango Sichuan,"2 c. chá de pimenta sichuan, 1 peito de frango, Sal q.b, 2 c. sopa de molho de soja, 2 c. chá de vinho chinês, Azeite q.b, 1/2 cenoura, 1/2 pimento vermelho, 2 ramas de cebolo, Óleo de amendoim q.b, 2 c. chá de açúcar, 2 c. chá de vinagre, Picante chinês q.b, Arroz, Molho, 2 c. chá de amido de milho, 2 c. sopa de água",https://www.24kitchen.pt/receita/frango-sichuan,https://youtu.be/7MA1uT08Qww
Bolo de Chocolate e Five-Spice,"50g de chocolate negro, 50g de cubos de manteiga, 1 c. sopa de cacau em pó, 1 ovo, 1/2 c. chá de five spice (canela, com estrela de anis, funcho, cravo da índia e gengibre), 50g de farinha de avelã, 50g de açúcar, Manteiga q.b, Cacau q.b, Molho, 40ml de natas, 50g de chocolate negro, 50g de creme de avelã, 1 c. sopa de vinho da madeira",https://www.24kitchen.pt/receita/bolo-de-chocolate-e-five-spice,https://youtu.be/paCDC6I6XUY
Chamuça de Legumes ,"Água q.b, Farinha q.b, Massa de chamuça ou spring roll, Óleo q.b, Recheio, 1/4 de cebola, 1 c. chá de talos de coentros, 2 batatas cozidas, 1/2 malagueta verde, 1/2 c. sopa de ghee, 1 c. chá de sementes de cominhos, 2 c. chá de sementes de mostarda, 1/2 c. chá de curcuma, Piripiri q.b, Sal q.b, 50g de ervilhas, Sumo de limão q.b, Molho, 1/4 de molho de coentros, 3 folhas de hortelã, 3 c. de sopa de iogurte grego, 2 c. chá de sumo de limão, Sal q.b, Pimenta preta moída q.b",https://www.24kitchen.pt/receita/chamuca-de-legumes,https://youtu.be/PK34V07j7NY
Caril de Peixe ,"1 c. de sopa de óleo, 2 estrelas de anis, 4 un. de cravinho, 2 paus de canela, 1 folha de louro, 1 cebola, 1 malagueta verde, 3 dentes de alho, 1 pedaço de gengibre, Sal q.b, 250g de couve flor, 400g de corvina, Sumo de limão q.b, 1 c. chá de sementes de cominhos, 1 c. chá de curcuma, 2 c. chá de garam masala, 400g de tomate triturado, Caldo de legume q.b, 1/4 de molho de coentros",https://www.24kitchen.pt/receita/caril-de-peixe,https://youtu.be/Nhpt-8Zk2UE
Thandai Kulfi,"90g de pistachios, 200g de leite condensado, 375ml de leite evaporado, 150ml de natas, 8 sementes de cardamomo, 1/2 c. chá de canela, Raspa de 1 lima, 1/2 c. chá de sal, Óleo q.b, Molho, 2 c. de sopa de iogurte grego, 3 folhas de hortelã, Sumo de 1/2 lima",https://www.24kitchen.pt/receita/thandai-kulfi,https://youtu.be/zoXQ6cgfNnE
